ValoresRms,TimeStamp,EPOCH
2.835,06/07/2020 13:44:46.113,1594053886113
2.828,06/07/2020 13:44:46.613,1594053886613
2.827,06/07/2020 13:44:47.114,1594053887114
2.821,06/07/2020 13:44:47.614,1594053887614
2.818,06/07/2020 13:44:48.114,1594053888114
2.816,06/07/2020 13:44:48.614,1594053888614
2.811,06/07/2020 13:44:49.114,1594053889114
2.837,06/07/2020 13:44:49.614,1594053889614
2.795,06/07/2020 13:44:50.114,1594053890114
2.802,06/07/2020 13:44:50.614,1594053890614
2.793,06/07/2020 13:44:51.114,1594053891114
2.804,06/07/2020 13:44:51.614,1594053891614
2.814,06/07/2020 13:44:52.114,1594053892114
2.821,06/07/2020 13:44:52.614,1594053892614
2.816,06/07/2020 13:44:53.115,1594053893115
2.822,06/07/2020 13:44:53.615,1594053893615
2.835,06/07/2020 13:44:54.115,1594053894115
2.818,06/07/2020 13:44:54.615,1594053894615
2.837,06/07/2020 13:44:55.115,1594053895115
2.828,06/07/2020 13:44:55.615,1594053895615
2.815,06/07/2020 13:44:56.115,1594053896115
2.820,06/07/2020 13:44:56.615,1594053896615
2.819,06/07/2020 13:44:57.115,1594053897115
2.823,06/07/2020 13:44:57.615,1594053897615
2.838,06/07/2020 13:44:58.115,1594053898115
2.837,06/07/2020 13:44:58.616,1594053898616
2.825,06/07/2020 13:44:59.116,1594053899116
2.835,06/07/2020 13:44:59.616,1594053899616
2.829,06/07/2020 13:45:00.116,1594053900116
2.821,06/07/2020 13:45:00.616,1594053900616
2.817,06/07/2020 13:45:01.116,1594053901116
2.804,06/07/2020 13:45:01.616,1594053901616
2.809,06/07/2020 13:45:02.116,1594053902116
2.811,06/07/2020 13:45:02.616,1594053902616
2.803,06/07/2020 13:45:03.116,1594053903116
2.822,06/07/2020 13:45:03.616,1594053903616
2.813,06/07/2020 13:45:04.116,1594053904116
2.822,06/07/2020 13:45:04.617,1594053904617
2.834,06/07/2020 13:45:05.117,1594053905117
2.793,06/07/2020 13:45:05.617,1594053905617
2.800,06/07/2020 13:45:06.117,1594053906117
2.811,06/07/2020 13:45:06.617,1594053906617
2.797,06/07/2020 13:45:07.117,1594053907117
2.802,06/07/2020 13:45:07.617,1594053907617
2.821,06/07/2020 13:45:08.117,1594053908117
2.822,06/07/2020 13:45:08.617,1594053908617
2.823,06/07/2020 13:45:09.117,1594053909117
2.830,06/07/2020 13:45:09.617,1594053909617
2.816,06/07/2020 13:45:10.118,1594053910118
2.822,06/07/2020 13:45:10.618,1594053910618
2.830,06/07/2020 13:45:11.118,1594053911118
2.830,06/07/2020 13:45:11.618,1594053911618
2.816,06/07/2020 13:45:12.118,1594053912118
2.822,06/07/2020 13:45:12.618,1594053912618
2.822,06/07/2020 13:45:13.118,1594053913118
2.813,06/07/2020 13:45:13.618,1594053913618
2.812,06/07/2020 13:45:14.118,1594053914118
2.809,06/07/2020 13:45:14.618,1594053914618
2.816,06/07/2020 13:45:15.118,1594053915118
2.806,06/07/2020 13:45:15.618,1594053915618
2.813,06/07/2020 13:45:16.119,1594053916119
2.807,06/07/2020 13:45:16.619,1594053916619
2.806,06/07/2020 13:45:17.119,1594053917119
2.822,06/07/2020 13:45:17.619,1594053917619
2.817,06/07/2020 13:45:18.119,1594053918119
2.812,06/07/2020 13:45:18.619,1594053918619
2.837,06/07/2020 13:45:19.119,1594053919119
2.822,06/07/2020 13:45:19.619,1594053919619
2.800,06/07/2020 13:45:20.119,1594053920119
2.825,06/07/2020 13:45:20.619,1594053920619
2.825,06/07/2020 13:45:21.119,1594053921119
