RMS,TimeStamp,EPOCH
0.616,10/08/2020 16:56:29.813,1597089389813
0.618,10/08/2020 16:56:30.314,1597089390314
0.621,10/08/2020 16:56:30.815,1597089390815
0.613,10/08/2020 16:56:31.315,1597089391315
0.613,10/08/2020 16:56:31.816,1597089391816
0.628,10/08/2020 16:56:32.316,1597089392316
0.621,10/08/2020 16:56:32.817,1597089392817
0.619,10/08/2020 16:56:33.317,1597089393317
0.616,10/08/2020 16:56:33.818,1597089393818
0.625,10/08/2020 16:56:34.318,1597089394318
0.685,10/08/2020 16:56:34.819,1597089394819
0.626,10/08/2020 16:56:35.320,1597089395320
0.615,10/08/2020 16:56:35.820,1597089395820
0.614,10/08/2020 16:56:36.321,1597089396321
0.618,10/08/2020 16:56:36.821,1597089396821
0.608,10/08/2020 16:56:37.322,1597089397322
0.612,10/08/2020 16:56:37.822,1597089397822
0.617,10/08/2020 16:56:38.323,1597089398323
0.617,10/08/2020 16:56:38.824,1597089398824
0.614,10/08/2020 16:56:39.324,1597089399324
0.614,10/08/2020 16:56:39.825,1597089399825
0.618,10/08/2020 16:56:40.325,1597089400325
0.614,10/08/2020 16:56:40.826,1597089400826
0.630,10/08/2020 16:56:41.326,1597089401326
0.614,10/08/2020 16:56:41.827,1597089401827
0.622,10/08/2020 16:56:42.328,1597089402328
0.617,10/08/2020 16:56:42.828,1597089402828
0.616,10/08/2020 16:56:43.329,1597089403329
0.612,10/08/2020 16:56:43.829,1597089403829
0.613,10/08/2020 16:56:44.330,1597089404330
0.623,10/08/2020 16:56:44.830,1597089404830
0.620,10/08/2020 16:56:45.331,1597089405331
0.622,10/08/2020 16:56:45.831,1597089405831
0.611,10/08/2020 16:56:46.332,1597089406332
0.610,10/08/2020 16:56:46.833,1597089406833
0.613,10/08/2020 16:56:47.333,1597089407333
0.610,10/08/2020 16:56:47.834,1597089407834
0.611,10/08/2020 16:56:48.334,1597089408334
0.608,10/08/2020 16:56:48.835,1597089408835
0.610,10/08/2020 16:56:49.335,1597089409335
0.614,10/08/2020 16:56:49.836,1597089409836
0.616,10/08/2020 16:56:50.337,1597089410337
0.612,10/08/2020 16:56:50.837,1597089410837
0.619,10/08/2020 16:56:51.338,1597089411338
0.648,10/08/2020 16:56:51.838,1597089411838
0.614,10/08/2020 16:56:52.339,1597089412339
0.613,10/08/2020 16:56:52.839,1597089412839
