RMS,TimeStamp,EPOCH
0.968,10/08/2020 21:43:43.288,1597106623288
0.972,10/08/2020 21:43:43.788,1597106623788
0.969,10/08/2020 21:43:44.289,1597106624289
0.970,10/08/2020 21:43:44.789,1597106624789
0.962,10/08/2020 21:43:45.290,1597106625290
0.965,10/08/2020 21:43:45.791,1597106625791
0.966,10/08/2020 21:43:46.291,1597106626291
0.966,10/08/2020 21:43:46.792,1597106626792
0.942,10/08/2020 21:43:47.292,1597106627292
0.952,10/08/2020 21:43:47.793,1597106627793
0.963,10/08/2020 21:43:48.293,1597106628293
0.956,10/08/2020 21:43:48.794,1597106628794
0.951,10/08/2020 21:43:49.295,1597106629295
0.953,10/08/2020 21:43:49.795,1597106629795
0.963,10/08/2020 21:43:50.296,1597106630296
0.954,10/08/2020 21:43:50.796,1597106630796
0.942,10/08/2020 21:43:51.297,1597106631297
0.963,10/08/2020 21:43:51.797,1597106631797
0.962,10/08/2020 21:43:52.298,1597106632298
0.960,10/08/2020 21:43:52.799,1597106632799
0.958,10/08/2020 21:43:53.299,1597106633299
0.951,10/08/2020 21:43:53.800,1597106633800
0.955,10/08/2020 21:43:54.300,1597106634300
0.972,10/08/2020 21:43:54.801,1597106634801
0.966,10/08/2020 21:43:55.301,1597106635301
0.973,10/08/2020 21:43:55.802,1597106635802
0.962,10/08/2020 21:43:56.302,1597106636302
0.954,10/08/2020 21:43:56.803,1597106636803
0.974,10/08/2020 21:43:57.304,1597106637304
0.959,10/08/2020 21:43:57.804,1597106637804
0.969,10/08/2020 21:43:58.305,1597106638305
0.964,10/08/2020 21:43:58.805,1597106638805
0.973,10/08/2020 21:43:59.306,1597106639306
0.970,10/08/2020 21:43:59.806,1597106639806
0.920,10/08/2020 21:44:00.307,1597106640307
0.961,10/08/2020 21:44:00.808,1597106640808
0.965,10/08/2020 21:44:01.308,1597106641308
0.935,10/08/2020 21:44:01.809,1597106641809
0.948,10/08/2020 21:44:02.309,1597106642309
0.974,10/08/2020 21:44:02.810,1597106642810
0.960,10/08/2020 21:44:03.310,1597106643310
0.953,10/08/2020 21:44:03.811,1597106643811
0.968,10/08/2020 21:44:04.312,1597106644312
0.957,10/08/2020 21:44:04.812,1597106644812
0.959,10/08/2020 21:44:05.313,1597106645313
0.962,10/08/2020 21:44:05.813,1597106645813
0.966,10/08/2020 21:44:06.314,1597106646314
0.956,10/08/2020 21:44:06.814,1597106646814
0.961,10/08/2020 21:44:07.315,1597106647315
0.960,10/08/2020 21:44:07.815,1597106647815
0.967,10/08/2020 21:44:08.316,1597106648316
0.960,10/08/2020 21:44:08.817,1597106648817
0.934,10/08/2020 21:44:09.317,1597106649317
0.969,10/08/2020 21:44:09.818,1597106649818
0.973,10/08/2020 21:44:10.318,1597106650318
0.968,10/08/2020 21:44:10.819,1597106650819
0.963,10/08/2020 21:44:11.319,1597106651319
0.969,10/08/2020 21:44:11.820,1597106651820
0.939,10/08/2020 21:44:12.321,1597106652321
0.966,10/08/2020 21:44:12.821,1597106652821
0.967,10/08/2020 21:44:13.322,1597106653322
0.975,10/08/2020 21:44:13.822,1597106653822
0.966,10/08/2020 21:44:14.323,1597106654323
0.953,10/08/2020 21:44:14.823,1597106654823
0.965,10/08/2020 21:44:15.324,1597106655324
0.954,10/08/2020 21:44:15.825,1597106655825
0.977,10/08/2020 21:44:16.325,1597106656325
0.968,10/08/2020 21:44:16.826,1597106656826
0.959,10/08/2020 21:44:17.326,1597106657326
0.954,10/08/2020 21:44:17.827,1597106657827
0.972,10/08/2020 21:44:18.327,1597106658327
0.952,10/08/2020 21:44:18.828,1597106658828
0.959,10/08/2020 21:44:19.329,1597106659329
0.966,10/08/2020 21:44:19.829,1597106659829
0.969,10/08/2020 21:44:20.330,1597106660330
0.972,10/08/2020 21:44:20.830,1597106660830
0.974,10/08/2020 21:44:21.331,1597106661331
0.959,10/08/2020 21:44:21.831,1597106661831
0.941,10/08/2020 21:44:22.332,1597106662332
0.965,10/08/2020 21:44:22.832,1597106662832
0.965,10/08/2020 21:44:23.333,1597106663333
0.970,10/08/2020 21:44:23.834,1597106663834
0.971,10/08/2020 21:44:24.334,1597106664334
0.962,10/08/2020 21:44:24.835,1597106664835
0.967,10/08/2020 21:44:25.335,1597106665335
0.933,10/08/2020 21:44:25.836,1597106665836
0.966,10/08/2020 21:44:26.336,1597106666336
0.965,10/08/2020 21:44:26.837,1597106666837
0.967,10/08/2020 21:44:27.338,1597106667338
0.973,10/08/2020 21:44:27.838,1597106667838
0.970,10/08/2020 21:44:28.339,1597106668339
0.968,10/08/2020 21:44:28.839,1597106668839
0.967,10/08/2020 21:44:29.340,1597106669340
0.973,10/08/2020 21:44:29.840,1597106669840
0.976,10/08/2020 21:44:30.341,1597106670341
0.958,10/08/2020 21:44:30.842,1597106670842
0.965,10/08/2020 21:44:31.342,1597106671342
0.970,10/08/2020 21:44:31.843,1597106671843
0.965,10/08/2020 21:44:32.343,1597106672343
0.961,10/08/2020 21:44:32.844,1597106672844
0.971,10/08/2020 21:44:33.344,1597106673344
0.966,10/08/2020 21:44:33.845,1597106673845
0.964,10/08/2020 21:44:34.345,1597106674345
0.973,10/08/2020 21:44:34.846,1597106674846
0.963,10/08/2020 21:44:35.347,1597106675347
0.968,10/08/2020 21:44:35.847,1597106675847
0.963,10/08/2020 21:44:36.348,1597106676348
0.970,10/08/2020 21:44:36.848,1597106676848
0.966,10/08/2020 21:44:37.349,1597106677349
0.965,10/08/2020 21:44:37.849,1597106677849
0.972,10/08/2020 21:44:38.350,1597106678350
0.973,10/08/2020 21:44:38.851,1597106678851
0.975,10/08/2020 21:44:39.351,1597106679351
0.963,10/08/2020 21:44:39.852,1597106679852
0.973,10/08/2020 21:44:40.352,1597106680352
0.968,10/08/2020 21:44:40.853,1597106680853
0.972,10/08/2020 21:44:41.353,1597106681353
0.970,10/08/2020 21:44:41.854,1597106681854
0.969,10/08/2020 21:44:42.355,1597106682355
0.959,10/08/2020 21:44:42.855,1597106682855
0.970,10/08/2020 21:44:43.356,1597106683356
0.964,10/08/2020 21:44:43.856,1597106683856
0.969,10/08/2020 21:44:44.357,1597106684357
0.947,10/08/2020 21:44:44.857,1597106684857
0.970,10/08/2020 21:44:45.358,1597106685358
0.962,10/08/2020 21:44:45.858,1597106685858
0.956,10/08/2020 21:44:46.359,1597106686359
0.981,10/08/2020 21:44:46.860,1597106686860
0.966,10/08/2020 21:44:47.360,1597106687360
0.970,10/08/2020 21:44:47.861,1597106687861
0.952,10/08/2020 21:44:48.361,1597106688361
0.954,10/08/2020 21:44:48.862,1597106688862
0.957,10/08/2020 21:44:49.362,1597106689362
0.960,10/08/2020 21:44:49.863,1597106689863
0.959,10/08/2020 21:44:50.364,1597106690364
0.955,10/08/2020 21:44:50.864,1597106690864
0.951,10/08/2020 21:44:51.365,1597106691365
0.951,10/08/2020 21:44:51.865,1597106691865
0.957,10/08/2020 21:44:52.366,1597106692366
0.950,10/08/2020 21:44:52.866,1597106692866
0.958,10/08/2020 21:44:53.367,1597106693367
0.963,10/08/2020 21:44:53.868,1597106693868
0.964,10/08/2020 21:44:54.368,1597106694368
0.969,10/08/2020 21:44:54.869,1597106694869
0.962,10/08/2020 21:44:55.369,1597106695369
0.963,10/08/2020 21:44:55.870,1597106695870
0.968,10/08/2020 21:44:56.370,1597106696370
0.956,10/08/2020 21:44:56.871,1597106696871
0.959,10/08/2020 21:44:57.371,1597106697371
0.965,10/08/2020 21:44:57.872,1597106697872
0.963,10/08/2020 21:44:58.373,1597106698373
0.963,10/08/2020 21:44:58.873,1597106698873
0.962,10/08/2020 21:44:59.374,1597106699374
0.964,10/08/2020 21:44:59.874,1597106699874
0.971,10/08/2020 21:45:00.375,1597106700375
0.966,10/08/2020 21:45:00.875,1597106700875
0.964,10/08/2020 21:45:01.376,1597106701376
0.962,10/08/2020 21:45:01.877,1597106701877
0.972,10/08/2020 21:45:02.377,1597106702377
0.958,10/08/2020 21:45:02.878,1597106702878
0.964,10/08/2020 21:45:03.378,1597106703378
0.962,10/08/2020 21:45:03.879,1597106703879
0.971,10/08/2020 21:45:04.379,1597106704379
0.962,10/08/2020 21:45:04.880,1597106704880
0.956,10/08/2020 21:45:05.381,1597106705381
0.969,10/08/2020 21:45:05.881,1597106705881
0.956,10/08/2020 21:45:06.382,1597106706382
0.959,10/08/2020 21:45:06.882,1597106706882
0.954,10/08/2020 21:45:07.383,1597106707383
0.955,10/08/2020 21:45:07.883,1597106707883
0.975,10/08/2020 21:45:08.384,1597106708384
0.957,10/08/2020 21:45:08.885,1597106708885
0.958,10/08/2020 21:45:09.385,1597106709385
0.960,10/08/2020 21:45:09.886,1597106709886
0.964,10/08/2020 21:45:10.386,1597106710386
0.955,10/08/2020 21:45:10.887,1597106710887
0.961,10/08/2020 21:45:11.387,1597106711387
0.958,10/08/2020 21:45:11.888,1597106711888
0.974,10/08/2020 21:45:12.388,1597106712388
0.943,10/08/2020 21:45:12.889,1597106712889
0.955,10/08/2020 21:45:13.390,1597106713390
0.955,10/08/2020 21:45:13.890,1597106713890
0.965,10/08/2020 21:45:14.391,1597106714391
0.961,10/08/2020 21:45:14.891,1597106714891
0.954,10/08/2020 21:45:15.392,1597106715392
0.955,10/08/2020 21:45:15.892,1597106715892
0.951,10/08/2020 21:45:16.393,1597106716393
0.968,10/08/2020 21:45:16.894,1597106716894
0.959,10/08/2020 21:45:17.394,1597106717394
0.958,10/08/2020 21:45:17.895,1597106717895
0.954,10/08/2020 21:45:18.395,1597106718395
0.953,10/08/2020 21:45:18.896,1597106718896
0.970,10/08/2020 21:45:19.396,1597106719396
0.959,10/08/2020 21:45:19.897,1597106719897
0.949,10/08/2020 21:45:20.398,1597106720398
0.968,10/08/2020 21:45:20.898,1597106720898
0.944,10/08/2020 21:45:21.399,1597106721399
0.962,10/08/2020 21:45:21.899,1597106721899
0.956,10/08/2020 21:45:22.400,1597106722400
0.946,10/08/2020 21:45:22.900,1597106722900
0.950,10/08/2020 21:45:23.401,1597106723401
0.952,10/08/2020 21:45:23.901,1597106723901
0.952,10/08/2020 21:45:24.402,1597106724402
0.948,10/08/2020 21:45:24.903,1597106724903
0.950,10/08/2020 21:45:25.403,1597106725403
0.945,10/08/2020 21:45:25.904,1597106725904
0.943,10/08/2020 21:45:26.404,1597106726404
1.012,10/08/2020 21:45:26.905,1597106726905
0.970,10/08/2020 21:45:27.405,1597106727405
0.958,10/08/2020 21:45:27.906,1597106727906
0.961,10/08/2020 21:45:28.407,1597106728407
